0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.26,0.29,0.38,0.49,0.66,0.71,0.68,0.61,0.54,0.51,0.43,0.38,0.36,0.43,0.41,0.28,0.15,0.1,0.09,0.11,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.02,0.03,0.03,0.03,0.08,0.1,0.13,0.06,0.08,0.1,0.17,0.21,0.21,0.21,0.13,0.17,0.23,0.25,0.16,0.08,0.05,0.09,0.05,0.06,0.02,0.05,0.05,0.05,0.04,0.02,0.06,0.04,0.04,0.0,0.04,0.04,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.21,0.18,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.16,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.07,0.07,0.09,0.07,0.04,0.07,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.12,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.04,0.11,0.11,0.17,0.11,0.14,0.06,0.06,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.33,0.38,0.38,0.39,0.35,0.36,0.42,0.47,0.41,0.39,0.36,0.41,0.37,0.33,0.4,0.44,0.51,0.48,0.55,0.64,0.7,0.69,0.73,0.76,1.0,1.11,1.37,1.52,1.71,1.81,1.83,1.71,1.71,1.8,2.15,2.51,2.74,2.93,2.98,3.0,2.97,2.9,2.9,2.81,2.8,2.7,2.69,2.67,2.72,2.75,2.76,2.75,2.76,2.72,2.72,2.76,2.88,3.01,3.14,3.15,3.28,3.26,3.33,3.37,3.41,3.39,3.23,3.09,2.91,2.84,2.79,2.86,2.82,2.86,2.84,3.02,3.01,3.0,2.86,2.8,2.77,2.7,2.68,2.66,2.67,2.63,2.58,2.55,2.61,2.64,2.67,2.61,2.6,2.57,2.46,2.37,2.26,2.25,2.2,2.2,2.14,2.11,2.06,2.05,2.01,1.98,1.99,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.14,0.08,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09,0.09,0.14,0.08,0.11,0.05,0.03,0.0,0.0,0.02,0.16,0.17,0.15,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.02,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.07,0.12,0.23,0.29,0.42,0.5,0.58,0.62,0.61,0.63,0.63,0.57,0.58,0.57,0.64,0.65,0.63,0.56,0.58,0.63,0.73,0.79,0.75,0.68,0.53,0.5,0.54,0.65,0.89,1.06,1.27,1.34,1.4,1.38,1.25,1.05,0.84,0.64,0.48,0.33,0.32,0.42,0.62,0.85,1.07,1.19,1.22,1.23,1.23,1.21,1.2,1.17,1.16,1.11,1.05,0.98,0.94,0.92,0.98,1.0,1.01,0.93,0.87,0.89,0.86,0.85,0.79,0.77,0.73,0.71,0.74,0.69,0.69,0.62,0.61,0.54,0.51,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.12,0.09,0.06,0.05,0.05,0.07,0.02,0.02,0.03,0.13,0.18,0.18,0.08,0.03,0.07,0.15,0.2,0.22,0.28,0.52,0.63,0.65,0.8,0.89,1.19,1.31,1.63,1.8,1.67,1.55,1.58,1.72,2.06,1.88,1.95,1.92,2.28,2.45,2.57,2.54,2.54,2.38,2.42,2.64,2.85,3.01,2.87,2.83,2.78,2.9,3.07,3.1,3.02,2.94,2.81,2.89,2.99,3.21,3.37,3.4,3.59,3.71,3.94,3.89,3.95,3.81,3.77,3.57,3.38,3.28,3.23,3.23,3.15,3.13,3.2,3.34,3.3,3.16,3.03,2.98,3.0,2.97,2.84,2.73,2.63,2.66,2.6,2.52,2.46,2.57,2.57,2.44,2.31,2.25,2.29,2.2,2.12,2.05,2.0,2.12,2.19,2.21,2.14,2.13,2.17,2.09,2.04,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.06,0.13,0.13,0.07,0.0,0.0,0.0,0.01,0.01,0.01,0.07,0.24,0.29,0.27,0.18,0.31,0.51,0.71,0.9,1.05,1.2,1.27,1.31,1.27,1.16,0.91,0.58,0.29,0.12,0.11,0.2,0.25,0.25,0.17,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.03,0.02,0.02,0.03,0.11,0.25,0.37,0.51,0.55,0.83,1.11,1.54,1.76,1.94,2.06,2.14,2.17,2.14,2.11,2.13,2.13,2.1,2.09,2.1,2.19,2.24,2.24,2.18,2.12,2.1,2.16,2.24,2.34,2.4,2.43,2.48,2.49,2.54,2.57,2.52,2.26,1.82,1.32,1.08,1.12,1.41,1.68,1.89,2.01,2.12,2.06,2.03,1.75,1.52,1.18,1.07,0.98,0.97,1.12,1.47,1.92,2.28,2.47,2.6,2.61,2.7,2.76,2.8,2.8,2.74,2.7,2.58,2.53,2.44,2.45,2.47,2.56,2.55,2.56,2.57,2.53,2.51,2.41,2.39,2.37,2.33,2.29,2.22,2.21,2.14,2.07,2.02,1.99,1.96,1.93,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.06,0.04,0.02,0.03,0.04,0.1,0.11,0.11,0.07,0.07,0.09,0.1,0.07,0.05,0.05,0.08,0.08,0.07,0.11,0.18,0.22,0.25,0.27,0.35,0.44,0.5,0.58,0.61,0.66,0.7,0.74,0.8,0.82,0.84,0.83,0.83,0.79,0.76,0.73,0.77,0.86,0.95,1.01,0.99,0.96,0.91,0.87,0.86,0.79,0.61,0.34,0.13,0.02,0.07,0.15,0.34,0.49,0.68,0.74,0.72,0.58,0.38,0.18,0.05,0.0,0.0,0.0,0.0,0.12,0.38,0.74,1.04,1.21,1.29,1.33,1.39,1.43,1.44,1.45,1.48,1.49,1.47,1.47,1.43,1.37,1.3,1.28,1.28,1.28,1.27,1.28,1.24,1.21,1.18,1.15,1.13,1.07,1.06,1.01,1.0,0.98,0.96,0.91,0.87,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.26,0.33,0.35,0.31,0.3,0.2,0.06,0.08,0.23,0.23,0.15,0.0,0.0,0.0,0.0,0.02,0.09,0.15,0.23,0.27,0.33,0.34,0.38,0.47,0.67,0.73,0.69,0.49,0.37,0.28,0.18,0.15,0.14,0.18,0.12,0.11,0.05,0.07,0.06,0.13,0.16,0.2,0.21,0.32,0.32,0.24,0.12,0.05,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
