0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.53,0.81,0.72,0.46,0.28,0.14,0.15,0.06,0.12,0.13,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.2,0.21,0.25,0.33,0.36,0.42,0.32,0.33,0.31,0.43,0.4,0.33,0.16,0.13,0.18,0.37,0.44,0.53,0.41,0.25,0.1,0.03,0.03,0.0,0.09,0.1,0.1,0.01,0.0,0.03,0.03,0.06,0.04,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.09,0.24,0.22,0.22,0.07,0.03,0.09,0.1,0.1,0.03,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.12,0.18,0.22,0.11,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.1,0.14,0.11,0.12,0.01,0.02,0.04,0.09,0.09,0.05,0.0,0.0,0.0,0.02,0.02,0.07,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.27,0.23,0.11,0.0,0.0,0.0,0.0,0.05,0.05,0.11,0.05,0.06,0.01,0.08,0.1,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.06,0.06,0.09,0.03,0.03,0.07,0.07,0.07,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.2,0.19,0.22,0.12,0.07,0.02,0.05,0.03,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.06,0.17,0.44,0.61,0.59,0.46,0.44,0.43,0.48,0.48,0.52,0.48,0.48,0.39,0.34,0.29,0.29,0.33,0.43,0.51,0.53,0.5,0.55,0.54,0.59,0.52,0.63,0.62,0.67,0.59,0.59,0.69,0.77,0.88,0.86,0.89,1.0,1.22,1.27,1.24,1.09,1.03,0.94,0.81,0.84,0.8,0.87,0.74,0.7,0.59,0.54,0.39,0.34,0.37,0.37,0.41,0.38,0.43,0.49,0.52,0.5,0.4,0.37,0.41,0.44,0.5,0.5,0.46,0.42,0.32,0.32,0.26,0.31,0.34,0.42,0.44,0.47,0.4,0.35,0.37,0.44,0.59,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.1,0.12,0.15,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.15,0.14,0.15,0.06,0.02,0.0,0.05,0.05,0.06,0.02,0.06,0.13,0.17,0.13,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.16,0.1,0.11,0.01,0.01,0.0,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.21,0.35,0.44,0.48,0.54,0.53,0.53,0.5,0.51,0.38,0.22,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.1,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.36,0.39,0.48,0.44,0.57,0.76,1.02,0.94,0.61,0.39,0.37,0.35,0.32,0.22,0.35,0.42,0.47,0.44,0.44,0.43,0.48,0.66,0.94,1.07,1.37,1.52,1.74,1.71,1.66,1.59,1.55,1.49,1.53,1.77,1.89,1.79,1.23,0.89,0.61,0.65,0.61,0.67,0.69,0.82,0.87,0.86,0.89,0.97,1.11,1.21,1.25,1.38,1.4,1.51,1.49,1.38,1.31,1.09,1.17,1.38,1.67,1.64,1.5,1.32,1.27,0.99,0.8,0.71,0.76,0.82,0.85,0.81,0.83,0.89,0.92,0.9,0.79,0.82,0.86,1.0,1.01,1.08,1.22,1.22,1.18,0.96,0.89,0.9,0.97,1.06,0.99,0.91,0.91,0.87,0.99,0.91,1.0,0.85,0.85,0.79,0.75,0.61,0.65,0.96,1.3,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.42,0.52,0.64,0.67,0.71,0.61,0.54,0.32,0.16,0.07,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.19,0.29,0.27,0.25,0.28,0.33,0.36,0.28,0.25,0.16,0.13,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.18,0.21,0.18,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.05,0.09,0.14,0.25,0.31,0.37,0.29,0.23,0.14,0.11,0.15,0.28,0.48,0.59,0.6,0.56,0.62,0.76,0.88,1.02,1.08,1.17,1.12,1.13,1.09,1.12,1.2,1.26,1.37,1.34,1.31,1.17,1.12,1.16,1.21,1.19,0.99,0.86,0.72,0.75,0.8,1.0,1.03,1.02,0.82,0.8,0.87,1.07,1.1,1.17,1.1,1.12,1.09,1.15,1.1,1.03,1.01,1.0,0.99,0.99,0.96,0.95,0.85,0.81,0.68,0.65,0.67,0.67,0.64,0.57,0.54,0.44,0.29,0.32,0.19,0.26,0.23,0.35,0.39,0.31,0.32,0.29,0.28,0.21,0.19,0.28,0.34,0.4,0.38,0.41,0.37,0.41,0.39,0.44,0.43,0.46,0.47,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.06,0.1,0.22,0.3,0.41,0.52,0.68,0.84,0.95,0.94,0.89,0.83,0.74,0.67,0.52,0.42,0.32,0.28,0.3,0.34,0.34,0.21,0.08,0.0,0.0,0.0,0.08,0.21,0.38,0.35,0.22,0.06,0.01,0.04,0.04,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
